Tên vật phẩm,Bản đồ,Hình ảnh,Tốc độ di chuyển,Máu,Tỉ lệ chí mạng,Sát thương phép,Năng lượng,Giáp,Kháng phép,Sát thương vật lý,Tốc độ đánh,Hút máu,Hồi máu,Tỉ lệ tốc độ di chuyển,Giá nâng cấp,Giá mua,Giá bán,Giá trị chỉ số,Hiệu quả,Chỉ số
Áo Choàng Gai,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3076.png,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,200,800,560,600.0,0.75,"Giáp: 30.0 
"
Áo Choàng Gai,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3076.png,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,200,800,560,600.0,0.75,"Giáp: 30.0 
"
Rìu Tiamat,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3077.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,325,1200,840,500.0,0.4166666666666667,"Sát thương vật lý: 25.0 
"
Rìu Tiamat,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3077.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,325,1200,840,500.0,0.4166666666666667,"Sát thương vật lý: 25.0 
"
Rìu Tiamat,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3077.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,325,1200,840,500.0,0.4166666666666667,"Sát thương vật lý: 25.0 
"
Tam Hợp Kiếm,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3078.png,0.0,300.0,0.0,0.0,0.0,0.0,0.0,40.0,0.35,0.0,0.0,0.0,733,3333,2333,2155.0,0.6465646564656465,"Máu: 300.0 
 Sát thương vật lý: 40.0 
 Tốc độ đánh: 0.35 
"
Tam Hợp Kiếm,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3078.png,0.0,300.0,0.0,0.0,0.0,0.0,0.0,40.0,0.35,0.0,0.0,0.0,733,3333,2333,2155.0,0.6465646564656465,"Máu: 300.0 
 Sát thương vật lý: 40.0 
 Tốc độ đánh: 0.35 
"
Tam Hợp Kiếm,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3078.png,0.0,300.0,0.0,0.0,0.0,0.0,0.0,40.0,0.35,0.0,0.0,0.0,733,3333,2333,2155.0,0.6465646564656465,"Máu: 300.0 
 Sát thương vật lý: 40.0 
 Tốc độ đánh: 0.35 
"
Giáp Cai Ngục,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3082.png,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,400,1000,700,800.0,0.8,"Giáp: 40.0 
"
Giáp Cai Ngục,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3082.png,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,400,1000,700,800.0,0.8,"Giáp: 40.0 
"
Giáp Cai Ngục,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3082.png,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,400,1000,700,800.0,0.8,"Giáp: 40.0 
"
Giáp Máu Warmog,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3083.png,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,3000,2100,1280.0,0.4266666666666667,"Máu: 800.0 
"
Giáp Máu Warmog,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3083.png,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,3000,2100,1280.0,0.4266666666666667,"Máu: 800.0 
"
Giáp Máu Warmog,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3083.png,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,3000,2100,1280.0,0.4266666666666667,"Máu: 800.0 
"
Trái Tim Khổng Thần,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3084.png,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,3200,2240,1280.0,0.4,"Máu: 800.0 
"
Trái Tim Khổng Thần,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3084.png,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,3200,2240,1280.0,0.4,"Máu: 800.0 
"
Trái Tim Khổng Thần,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3084.png,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,3200,2240,1280.0,0.4,"Máu: 800.0 
"
Cuồng Cung Runaan,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3085.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.07,1000,2800,1960,3340.0,1.1928571428571428,"Tỉ lệ chí mạng: 0.2 
 Tốc độ đánh: 0.4 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Cuồng Cung Runaan,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3085.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.07,1000,2800,1960,3340.0,1.1928571428571428,"Tỉ lệ chí mạng: 0.2 
 Tốc độ đánh: 0.4 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Cuồng Cung Runaan,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3085.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.07,1000,2800,1960,3340.0,1.1928571428571428,"Tỉ lệ chí mạng: 0.2 
 Tốc độ đánh: 0.4 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Song Kiếm,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3086.png,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,200,1100,770,2075.0,1.8863636363636365,"Tỉ lệ chí mạng: 0.15 
 Tốc độ đánh: 0.15 
 Tỉ lệ tốc độ di chuyển: 0.05 
"
Song Kiếm,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3086.png,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,200,1100,770,2075.0,1.8863636363636365,"Tỉ lệ chí mạng: 0.15 
 Tốc độ đánh: 0.15 
 Tỉ lệ tốc độ di chuyển: 0.05 
"
Song Kiếm,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3086.png,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.05,200,1100,770,2075.0,1.8863636363636365,"Tỉ lệ chí mạng: 0.15 
 Tốc độ đánh: 0.15 
 Tỉ lệ tốc độ di chuyển: 0.05 
"
Dao Điện Statikk,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3087.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,45.0,0.25,0.0,0.0,0.0,400,3000,2100,2325.0,0.775,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 45.0 
 Tốc độ đánh: 0.25 
"
Dao Điện Statikk,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3087.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,45.0,0.25,0.0,0.0,0.0,400,3000,2100,2325.0,0.775,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 45.0 
 Tốc độ đánh: 0.25 
"
Dao Điện Statikk,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3087.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,45.0,0.25,0.0,0.0,0.0,400,3000,2100,2325.0,0.775,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 45.0 
 Tốc độ đánh: 0.25 
"
Mũ Phù Thủy Rabadon,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3089.png,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,3600,2520,1200.0,0.3333333333333333,"Sát thương phép: 120.0 
"
Mũ Phù Thủy Rabadon,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3089.png,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,3600,2520,1200.0,0.3333333333333333,"Sát thương phép: 120.0 
"
Mũ Phù Thủy Rabadon,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3089.png,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,3600,2520,1200.0,0.3333333333333333,"Sát thương phép: 120.0 
"
Đao Tím,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3091.png,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.4,0.0,0.0,0.0,950,3200,2240,2520.0,0.7875,"Kháng phép: 40.0 
 Sát thương vật lý: 40.0 
 Tốc độ đánh: 0.4 
"
Đao Tím,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3091.png,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.4,0.0,0.0,0.0,950,3200,2240,2520.0,0.7875,"Kháng phép: 40.0 
 Sát thương vật lý: 40.0 
 Tốc độ đánh: 0.4 
"
Đao Tím,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3091.png,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.4,0.0,0.0,0.0,950,3200,2240,2520.0,0.7875,"Kháng phép: 40.0 
 Sát thương vật lý: 40.0 
 Tốc độ đánh: 0.4 
"
Đại Bác Liên Thanh,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3094.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,30.0,0.15,0.0,0.0,0.07,850,3000,2100,3315.0,1.105,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 30.0 
 Tốc độ đánh: 0.15 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Đại Bác Liên Thanh,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3094.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,30.0,0.15,0.0,0.0,0.07,850,3000,2100,3315.0,1.105,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 30.0 
 Tốc độ đánh: 0.15 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Đại Bác Liên Thanh,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3094.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,30.0,0.15,0.0,0.0,0.07,850,3000,2100,3315.0,1.105,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 30.0 
 Tốc độ đánh: 0.15 
 Tỉ lệ tốc độ di chuyển: 0.07 
"
Phong Thần Kiếm,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3095.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,50.0,0.15,0.0,0.0,0.0,400,3000,2100,2175.0,0.725,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 50.0 
 Tốc độ đánh: 0.15 
"
Phong Thần Kiếm,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3095.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,50.0,0.15,0.0,0.0,0.0,400,3000,2100,2175.0,0.725,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 50.0 
 Tốc độ đánh: 0.15 
"
Phong Thần Kiếm,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3095.png,0.0,0.0,0.2,0.0,0.0,0.0,0.0,50.0,0.15,0.0,0.0,0.0,400,3000,2100,2175.0,0.725,"Tỉ lệ chí mạng: 0.2 
 Sát thương vật lý: 50.0 
 Tốc độ đánh: 0.15 
"
Kiếm Tai Ương,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3100.png,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,550,3000,2100,2610.0,0.87,"Sát thương phép: 85.0 
 Tỉ lệ tốc độ di chuyển: 0.08 
"
Kiếm Tai Ương,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3100.png,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,550,3000,2100,2610.0,0.87,"Sát thương phép: 85.0 
 Tỉ lệ tốc độ di chuyển: 0.08 
"
Kiếm Tai Ương,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3100.png,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,550,3000,2100,2610.0,0.87,"Sát thương phép: 85.0 
 Tỉ lệ tốc độ di chuyển: 0.08 
"
Dây Chuyền Chữ Thập,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3102.png,0.0,0.0,0.0,80.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,700,2600,1820,1610.0,0.6192307692307693,"Sát thương phép: 80.0 
 Kháng phép: 45.0 
"
Dây Chuyền Chữ Thập,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3102.png,0.0,0.0,0.0,80.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,700,2600,1820,1610.0,0.6192307692307693,"Sát thương phép: 80.0 
 Kháng phép: 45.0 
"
Dây Chuyền Chữ Thập,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3102.png,0.0,0.0,0.0,80.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,700,2600,1820,1610.0,0.6192307692307693,"Sát thương phép: 80.0 
 Kháng phép: 45.0 
"
Lá Chắn Quân Đoàn,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3105.png,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,450,1200,840,1140.0,0.95,"Giáp: 30.0 
 Kháng phép: 30.0 
"
Lá Chắn Quân Đoàn,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3105.png,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,450,1200,840,1140.0,0.95,"Giáp: 30.0 
 Kháng phép: 30.0 
"
Lá Chắn Quân Đoàn,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3105.png,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,450,1200,840,1140.0,0.95,"Giáp: 30.0 
 Kháng phép: 30.0 
"
Dây Chuyền Chuộc Tội,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3107.png,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,2300,1610,400.0,0.17391304347826086,"Máu: 250.0 
"
Dây Chuyền Chuộc Tội,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3107.png,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,2300,1610,400.0,0.17391304347826086,"Máu: 250.0 
"
Dây Chuyền Chuộc Tội,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3107.png,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,2300,1610,400.0,0.17391304347826086,"Máu: 250.0 
"
Sách Quỷ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3108.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,900,630,350.0,0.3888888888888889,"Sát thương phép: 35.0 
"
Sách Quỷ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3108.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,900,630,350.0,0.3888888888888889,"Sát thương phép: 35.0 
"
Sách Quỷ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3108.png,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,900,630,350.0,0.3888888888888889,"Sát thương phép: 35.0 
"
Lời Thề Hiệp Sĩ,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3109.png,0.0,350.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,2200,1540,1060.0,0.4818181818181818,"Máu: 350.0 
 Giáp: 25.0 
"
Lời Thề Hiệp Sĩ,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3109.png,0.0,350.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,2200,1540,1060.0,0.4818181818181818,"Máu: 350.0 
 Giáp: 25.0 
"
Lời Thề Hiệp Sĩ,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3109.png,0.0,350.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,350,2200,1540,1060.0,0.4818181818181818,"Máu: 350.0 
 Giáp: 25.0 
"
Tim Băng,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3110.png,0.0,0.0,0.0,0.0,400.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,800,2700,1890,2360.0,0.8740740740740741,"Năng lượng: 400.0 
 Giáp: 90.0 
"
Tim Băng,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3110.png,0.0,0.0,0.0,0.0,400.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,800,2700,1890,2360.0,0.8740740740740741,"Năng lượng: 400.0 
 Giáp: 90.0 
"
Tim Băng,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3110.png,0.0,0.0,0.0,0.0,400.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,800,2700,1890,2360.0,0.8740740740740741,"Năng lượng: 400.0 
 Giáp: 90.0 
"
Giày Thủy Ngân,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3111.png,45.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,350,1100,770,841.304347826087,0.7648221343873518,"Tốc độ di chuyển: 45.0 
 Kháng phép: 25.0 
"
Giày Thủy Ngân,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3111.png,45.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,350,1100,770,841.304347826087,0.7648221343873518,"Tốc độ di chuyển: 45.0 
 Kháng phép: 25.0 
"
Giày Thủy Ngân,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3111.png,45.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,350,1100,770,841.304347826087,0.7648221343873518,"Tốc độ di chuyển: 45.0 
 Kháng phép: 25.0 
"
Băng Cầu Vệ Quân,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3112.png,0.0,150.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950,950,665,740.0,0.7789473684210526,"Máu: 150.0 
 Sát thương phép: 50.0 
"
Linh Hồn Lạc Lõng,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3113.png,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,850,595,300.0,0.35294117647058826,"Sát thương phép: 30.0 
"
Linh Hồn Lạc Lõng,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3113.png,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,850,595,300.0,0.35294117647058826,"Sát thương phép: 30.0 
"
Linh Hồn Lạc Lõng,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3113.png,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,850,595,300.0,0.35294117647058826,"Sát thương phép: 30.0 
"
Dị Vật Tai Ương,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3114.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,800,560,0.0,0.0,
Dị Vật Tai Ương,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3114.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,800,560,0.0,0.0,
Dị Vật Tai Ương,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3114.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,800,560,0.0,0.0,
Nanh Nashor,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3115.png,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,750,3200,2240,2250.0,0.703125,"Sát thương phép: 100.0 
 Tốc độ đánh: 0.5 
"
Nanh Nashor,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3115.png,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,750,3200,2240,2250.0,0.703125,"Sát thương phép: 100.0 
 Tốc độ đánh: 0.5 
"
Nanh Nashor,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3115.png,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,750,3200,2240,2250.0,0.703125,"Sát thương phép: 100.0 
 Tốc độ đánh: 0.5 
"
Trượng Pha Lê Rylai,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3116.png,0.0,400.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,2600,1820,1390.0,0.5346153846153846,"Máu: 400.0 
 Sát thương phép: 75.0 
"
Trượng Pha Lê Rylai,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3116.png,0.0,400.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,2600,1820,1390.0,0.5346153846153846,"Máu: 400.0 
 Sát thương phép: 75.0 
"
Trượng Pha Lê Rylai,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3116.png,0.0,400.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,2600,1820,1390.0,0.5346153846153846,"Máu: 400.0 
 Sát thương phép: 75.0 
"
Giày Cơ Động,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3117.png,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,1000,700,1000.0,1.0,"Tốc độ di chuyển: 115.0 
"
Giày Cơ Động,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3117.png,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,1000,700,1000.0,1.0,"Tốc độ di chuyển: 115.0 
"
Giày Cơ Động,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3117.png,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700,1000,700,1000.0,1.0,"Tốc độ di chuyển: 115.0 
"
Băng Giáp,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3119.png,0.0,400.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2600,1820,1340.0,0.5153846153846153,"Máu: 400.0 
 Năng lượng: 500.0 
"
Băng Giáp,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3119.png,0.0,400.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2600,1820,1340.0,0.5153846153846153,"Máu: 400.0 
 Năng lượng: 500.0 
"
Băng Giáp,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3119.png,0.0,400.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,2600,1820,1340.0,0.5153846153846153,"Máu: 400.0 
 Năng lượng: 500.0 
"
Băng Giáp Vĩnh Cửu,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3121.png,0.0,400.0,0.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700,2700,1890,1844.0,0.682962962962963,"Máu: 400.0 
 Năng lượng: 860.0 
"
Băng Giáp Vĩnh Cửu,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3121.png,0.0,400.0,0.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700,2700,1890,1844.0,0.682962962962963,"Máu: 400.0 
 Năng lượng: 860.0 
"
Băng Giáp Vĩnh Cửu,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3121.png,0.0,400.0,0.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700,2700,1890,1844.0,0.682962962962963,"Máu: 400.0 
 Năng lượng: 860.0 
"
Gươm Đồ Tể,Summoner's Rift,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3123.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,450,800,560,300.0,0.375,"Sát thương vật lý: 15.0 
"
Gươm Đồ Tể,Vực Gió Hú,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3123.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,450,800,560,300.0,0.375,"Sát thương vật lý: 15.0 
"
Gươm Đồ Tể,Đột Kích Nhà Chính,https://ddragon.leagueoflegends.com/cdn/13.11.1/img/item/3123.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,450,800,560,300.0,0.375,"Sát thương vật lý: 15.0 
"
